,Genre,Energy,RMSE,ZCR,CQT,Spectral_Contrast,Chromagram,Tempo,MFCCS0,MFCCS1,MFCCS2,MFCCS3,MFCCS4,MFCCS5,MFCCS6,MFCCS7,MFCCS8,MFCCS9,MFCCS10,MFCCS11,MFCCS12,MFCCS13,MFCCS14,MFCCS15,MFCCS16,MFCCS17
482,Hiphop,6.442671137936457,0.09985115379095078,75134.0,(0.00017502695706456174+0.0008185031698872236j),19.586589430666898,0.2695858724624922,107.666015625,-122,94,-29,46,-15,27,-13,20,-5,15,-6,15,-6,8,0,9,1,1
483,Hiphop,7.6528729411084795,0.10722494125366211,73455.0,(0.0006400718817620989+0.0008872307408546804j),20.704378774891726,0.2551412701461032,103.359375,-121,89,-25,40,-4,27,-15,22,-10,19,-8,19,-8,9,-3,0,-5,2
484,Hiphop,3.2491324303040754,0.060747209936380386,69648.0,(0.0012210615615775406+0.0010284850807751804j),19.195310300769286,0.24816760786381303,112.34714673913044,-214,100,-33,47,-8,12,-17,11,-11,8,-7,6,0,4,1,3,1,3
485,Hiphop,6.7718766006491276,0.10304643958806992,84308.0,(-0.0003025798450186722+0.00029214733951571527j),20.534011783529863,0.2587379965216715,112.34714673913044,-114,80,-18,50,-14,29,-20,18,-17,16,-11,16,-4,10,-4,9,-2,0
486,Hiphop,4.1235659349362574,0.07408510893583298,52928.0,(0.0004599252199167719+9.676827828871777e-05j),20.136617586064226,0.2536196360073971,99.38401442307692,-198,92,-19,39,0,33,-6,27,-2,15,-2,14,-3,9,0,8,0,-1
487,Hiphop,7.378220045647014,0.10121290385723114,58220.0,(0.00483625227436426-0.0044159958693609095j),19.180066730233367,0.26857864916531854,135.99917763157896,-168,70,-3,54,-12,30,-1,28,-8,18,-6,14,-3,14,-3,6,-4,5
488,Hiphop,8.096360138506533,0.11438766866922379,99325.0,(0.0016374920617743232-0.0008941364103967804j),20.69745396192109,0.27900168006901954,117.45383522727273,-89,79,-25,47,-10,31,-22,26,-10,18,-15,14,-10,8,-8,7,-5,3
489,Hiphop,8.459937984839424,0.11719962954521179,77900.0,(-0.0010319462952840662-0.000970619400651858j),20.773983796545647,0.25598243375368335,129.19921875,-103,74,-22,51,-7,32,-14,19,-7,22,-7,17,0,14,-4,10,-6,1
490,Hiphop,7.018293510836154,0.10599938780069351,69193.0,(0.0011963287534354683+0.0016727900527154969j),20.263670675256186,0.2601309912080253,117.45383522727273,-109,97,-20,37,-3,28,-14,23,-8,19,-11,17,-3,8,-8,9,-4,1
491,Hiphop,7.569772175587397,0.10929463803768158,91835.0,(0.0006354516817989754-0.0010166909558318809j),19.98441984130562,0.273676813471653,103.359375,-105,76,-24,55,-8,28,-15,26,-8,20,-8,13,-6,9,-4,5,-1,3
492,Hiphop,8.510492771372705,0.12014827132225037,48095.0,(0.00013413445129503945-0.000291639165244393j),20.88804083499714,0.25739119681367095,112.34714673913044,-145,84,10,43,6,36,-14,26,-10,24,-8,18,-4,9,-8,8,-7,2
493,Hiphop,3.314399197398723,0.06368367373943329,100808.0,(0.0009254945093661705-0.0019498458087943j),21.11804354053498,0.26495211362510174,117.45383522727273,-191,41,5,65,-4,42,-12,23,-4,16,-5,16,-9,6,-2,0,-7,4
494,Hiphop,6.964167675412169,0.10796800255775452,35898.0,(-0.00041372950543812673+0.0017782222214806458j),21.006267949870796,0.2426712974868616,151.99908088235293,-169,98,-11,38,5,25,-11,25,-5,19,-2,18,6,13,0,12,0,1
495,Hiphop,6.3968137270758,0.0992601215839386,104412.0,(-0.001163223296502078-0.0019344767251248368j),19.421702896755562,0.2794874449558129,112.34714673913044,-92,77,-32,54,-13,33,-12,28,-11,18,-6,13,-7,7,-4,6,-2,3
496,Hiphop,6.988435816823606,0.10712156444787979,55093.0,(0.0007871816852132163+0.00011632087594124378j),19.693569306337118,0.2750219147485242,107.666015625,-128,124,-37,43,-12,18,-9,19,-6,13,-5,12,-4,5,-2,3,-1,0
497,Hiphop,8.078387580743911,0.11585097759962082,76901.0,(0.0008888162579634862+0.00013222778727841193j),20.941794049841143,0.2652315791103755,112.34714673913044,-111,80,0,50,-13,35,-14,21,-13,19,-11,16,-9,8,-9,5,-9,0
498,Hiphop,8.35776812975653,0.11504862457513809,66773.0,(0.0025181644121376047-0.0024591924405845574j),20.39017845184394,0.26173789559715127,107.666015625,-129,71,-23,63,-6,34,-12,30,-7,20,-6,14,-2,9,-4,5,-2,1
499,Hiphop,19.735000592108236,0.14400731027126312,67250.0,(0.002420023704436242-0.0005570940691082637j),20.67496411954249,0.26252865312975115,107.666015625,-138,100,-31,32,-2,13,-14,13,-15,8,-4,3,-7,0,-2,0,-7,-1
500,Jazz,1.9085632178738674,0.04572686925530434,51962.0,(0.0007333804927893758+0.00015411017971148677j),17.944321747668315,0.2569897415485866,123.046875,-252,137,-11,8,0,1,-3,-4,-5,-2,-3,-3,-1,-1,-2,-1,-1,0
501,Jazz,0.38825149349731447,0.022512836381793022,39309.0,(-0.00021162902124545886+0.00046609007610464603j),18.702673280910197,0.2590179518645612,135.99917763157896,-345,146,0,22,5,10,0,-1,-6,0,1,1,-1,-5,-4,-2,-5,-5
502,Jazz,3.854437349538469,0.08036013692617416,38345.0,(6.710766896384307e-05-5.602376562584602e-05j),25.916902034503305,0.22843881058657292,107.666015625,-256,175,-44,25,-4,0,-11,-9,-4,-8,-22,-7,-7,-11,-8,-7,-12,-6
503,Jazz,2.4743059785155705,0.059017643332481384,29580.0,(0.0002880381853652842+0.0002274118134374628j),22.175726742354712,0.2467080341509757,123.046875,-297,193,10,-1,3,9,-7,4,-5,-2,-10,0,-4,3,-4,-1,-2,3
504,Jazz,7.166595137515664,0.10809531807899475,31643.0,(-0.0009019565066179663+4.479367474140875e-05j),26.105175070309002,0.19614767403481276,95.703125,-270,137,5,42,-7,9,-6,8,-6,5,-5,-5,-6,-3,-2,4,1,4
505,Jazz,7.0624296462439915,0.10465067625045776,38372.0,(0.00043000509453353585-0.0023661722226720814j),24.382201278111605,0.23232362215022262,107.666015625,-246,120,0,30,0,23,0,9,0,5,-3,4,0,7,0,7,0,0
506,Jazz,5.668924171602525,0.09729253500699997,31829.0,(0.00046384944396312636-2.374781269853026e-06j),24.1773769739831,0.23130348135685655,135.99917763157896,-234,142,-14,51,-8,12,-4,12,-13,-1,-3,4,-3,2,-6,-9,-4,-5
507,Jazz,5.654722186091392,0.09258362650871277,42963.0,(-0.000298645660399937+0.0009308289721142992j),25.663801465650902,0.20694125850095824,99.38401442307692,-291,137,2,35,-12,15,-6,-2,-3,-3,-1,10,8,5,0,0,-1,0
508,Jazz,7.9143772105789365,0.11650452762842178,30663.0,(-0.0045603272574875715+0.002017192679379958j),23.209151633887334,0.23203587612355392,107.666015625,-189,134,-25,45,8,21,-4,14,-12,10,-7,-1,-5,2,-5,-2,-4,1
509,Jazz,4.105072844952881,0.08462178707122803,21002.0,(-0.00040905934645118466+0.00014652545118831232j),23.533324961376895,0.21527883489354294,112.34714673913044,-296,172,16,18,1,14,1,9,-7,3,-7,0,-7,-3,-8,-4,0,-3
510,Jazz,2.953057637928329,0.06329584866762161,21912.0,(-0.0009900105950669212-0.00012670497145305192j),23.62931365575611,0.21263739421845626,112.34714673913044,-318,162,-16,39,31,15,0,5,-8,-4,1,0,-3,-1,-1,-4,-4,-1
511,Jazz,3.1176369933480625,0.06991955637931824,50951.0,(0.0007423357816717989+0.00035257742386699j),22.347505330287348,0.2606766620417131,99.38401442307692,-192,113,-6,39,-9,17,-19,12,-15,9,-10,12,-7,8,-4,0,-7,1
512,Jazz,0.8614432689098516,0.036661043763160706,42206.0,(-9.810186566596274e-05+5.883181145222539e-05j),21.299100265663185,0.2608918877440344,112.34714673913044,-253,122,-5,40,-5,18,-16,14,-15,8,-13,8,-7,5,-6,2,-4,0
513,Jazz,1.734440755941426,0.05398580804467201,40489.0,(-0.0005812858664148036+0.00011905162689451915j),21.00969921038432,0.26500408457848473,151.99908088235293,-217,112,12,39,-9,17,-12,20,-18,16,-10,9,-6,7,-4,8,-2,1
514,Jazz,1.3137473516920344,0.038796428591012955,43027.0,(5.6305456205839934e-05+0.0001578083624244471j),23.884462443692705,0.22197848395487246,129.19921875,-358,137,-10,20,1,-3,-11,-3,-11,-8,-7,0,-6,2,-2,0,-1,-1
515,Jazz,2.3118336409084033,0.060845889151096344,48743.0,(0.00022024852263296854+0.0002334064057807097j),21.639655467196786,0.26670254055179854,117.45383522727273,-199,117,-12,39,-6,16,-17,13,-17,14,-10,12,-6,7,-8,2,-6,4
516,Jazz,2.530733153677768,0.05997857078909874,46294.0,(0.0004625385064703532-0.0004166601296796068j),23.938399268512256,0.23227753419876315,117.45383522727273,-259,123,-6,37,-2,13,-14,5,-11,3,-9,5,-7,3,0,2,0,2
517,Jazz,1.753398184499243,0.04643764719367027,55749.0,(-0.00016664516378409877+0.0008114117416286937j),20.443060106958658,0.2561162634319607,103.359375,-233,105,-2,37,-8,15,-15,8,-16,8,-9,7,-5,1,-5,0,-6,-3
518,Jazz,1.5579625514245175,0.05113587900996208,58145.0,(0.0019181783232404834-0.00012147950588396633j),22.08410270585597,0.251547064656902,103.359375,-192,105,-26,40,-6,26,-10,18,-14,14,-12,9,-5,7,-3,12,-1,0
519,Jazz,1.4294739578870734,0.04974574223160744,36743.0,(-0.0004976871690363956-0.0003095715834808675j),23.301047740161557,0.23220073970299226,123.046875,-267,129,-14,41,-1,22,-8,11,-9,11,-5,13,-1,1,-2,3,-1,0
520,Jazz,0.5197276878444376,0.026476889848709106,21844.0,(-0.00021936803848624485-0.0006227185286168218j),20.751775565867515,0.21884489103087976,107.666015625,-376,119,-2,48,13,21,0,8,0,2,0,0,1,0,1,0,1,2
521,Jazz,1.3884814431698531,0.04683421179652214,120209.0,(0.0014435507193351048+3.673288149108699e-05j),20.70573781133653,0.2610752401559976,123.046875,-174,75,-12,52,-29,22,-22,18,-24,21,-13,13,-7,8,-5,9,-6,2
522,Jazz,1.6817477707342696,0.05010920763015747,33958.0,(-0.00032460999939466496+0.00040634955856409105j),24.226453168032283,0.22190029036190806,129.19921875,-298,112,6,28,-6,16,-11,12,-8,13,-4,2,-4,1,0,13,9,6
523,Jazz,4.399982318768677,0.08631697297096252,53157.0,(0.0008379733174510367-0.0002548435470846435j),23.04361419010172,0.23026235904169906,161.4990234375,-188,98,-11,47,-20,18,-15,13,-15,17,1,18,4,9,-5,2,-6,-3
524,Jazz,2.2007217701489923,0.057383425533771515,61775.0,(-0.0003508688058097342-5.955011165402232e-05j),21.389735611316055,0.2452012075183379,103.359375,-202,105,-20,43,-14,25,-15,15,-13,12,-8,10,-1,6,0,8,-3,0
525,Jazz,3.2040069115258847,0.06764188408851624,42146.0,(-0.00036284777854812404+0.000937556499169197j),22.52876393215158,0.2463282382798883,103.359375,-237,108,2,41,-10,16,-8,12,-9,15,-6,7,-8,0,-8,-2,-4,-3
526,Jazz,0.6841216520478334,0.03183910995721817,38835.0,(-4.262829181931721e-05-1.7978269686061172e-05j),25.333986206121395,0.19801084300969307,123.046875,-414,104,-7,37,0,23,-7,5,-1,8,-5,0,-1,7,1,6,5,2
527,Jazz,0.972483308389077,0.03956635668873787,41557.0,(0.000550841101797795+0.0002945981253499364j),21.39799897212374,0.25673782197595835,143.5546875,-262,108,-6,55,-10,18,-4,18,-19,17,-10,11,-3,7,-8,4,-4,0
528,Jazz,1.5285378896969113,0.04759245738387108,49646.0,(-0.00019495686196398037-0.00014454547577924927j),22.990015901255564,0.2511391871044183,99.38401442307692,-233,108,-10,38,-10,14,-16,10,-20,10,-12,7,-12,3,-6,3,-1,-3
529,Jazz,0.764834585997196,0.035373255610466,65847.0,(0.000573483180823986+0.00038867715205411114j),22.162144808801735,0.2543538956566059,112.34714673913044,-232,93,-16,49,-13,13,-11,13,-25,17,-13,9,-5,1,-14,2,-11,-1
530,Jazz,0.5379970534070779,0.029380379244685173,56099.0,(0.00017400547431499074+0.00015397641359823j),24.316424726999895,0.21369113468208425,117.45383522727273,-318,115,-23,52,-12,14,-8,0,-23,10,-9,7,-4,2,-4,-1,-5,-5
531,Jazz,1.0588006574213245,0.04275862127542496,47957.0,(0.0002927530122135556-0.00012036196446976886j),21.46320081252121,0.25497545237847963,112.34714673913044,-237,115,-15,47,-13,18,-13,15,-17,13,-6,8,-7,4,-4,4,-4,2
532,Jazz,1.1320758812696359,0.038474589586257935,40666.0,(-0.0008517326715296028-0.0001386213140005244j),20.72673193497772,0.23920326646536128,129.19921875,-305,121,2,36,-8,17,-9,10,-9,2,-12,0,-8,2,-6,-2,-4,-3
533,Jazz,3.4461793282950888,0.06840454041957855,28054.0,(-0.0014970303514958057-0.0003382849948735857j),21.082538917891075,0.23516319194648708,95.703125,-261,139,-17,49,-5,19,1,5,-7,0,-1,-2,4,0,0,0,1,-2
534,Jazz,9.471680767494934,0.1268947571516037,52596.0,(-0.0025248844158821896+0.003503143743259816j),22.691898326313872,0.25267734158416383,99.38401442307692,-146,118,-34,58,-14,34,-6,13,-14,9,-11,1,-5,0,-2,-2,1,-5
535,Jazz,4.9150278415445925,0.09049520641565323,25007.0,(-0.0020616584742186596+0.0014934128401669505j),22.188743909974313,0.2281174637023295,123.046875,-261,182,-16,49,-1,6,6,-8,-10,-3,-5,-3,-2,-7,0,1,-1,-5
536,Jazz,3.918180073392473,0.07774356752634048,65921.0,(-0.00043216520585572866-0.0005886094259331808j),20.87650204170285,0.2698328523492235,123.046875,-196,152,-36,41,-8,4,-11,1,-14,0,-10,-6,-6,-3,-4,-6,-2,-4
537,Jazz,6.88053097432171,0.10445069521665573,34134.0,(0.0034356072793216915+0.0010440119696065184j),22.432556930354245,0.2305934296893287,95.703125,-198,140,-18,30,-6,15,0,7,-6,6,-5,3,-2,7,0,-2,3,0
538,Jazz,5.477613677537215,0.09670747071504593,44004.0,(0.00016639956612461967-0.0002848918763163198j),23.13728305068746,0.2365353867425134,151.99908088235293,-179,124,-29,45,-10,17,-8,12,-10,8,-12,3,-12,6,-9,-2,-5,-1
539,Jazz,4.280969071884806,0.0803312137722969,50691.0,(0.00016325792907014556-0.0006740727307895591j),20.776591090702837,0.2608805950049799,99.38401442307692,-237,146,-24,64,-10,3,-1,2,5,0,9,2,3,7,-1,1,0,-2
540,Jazz,10.419557422075755,0.13716867566108704,36347.0,(-0.003376815177633285+0.000858283101431336j),21.908814347423277,0.23893046095079667,103.359375,-179,147,-20,58,-23,2,-3,-9,-5,0,-8,3,-6,-4,-1,-4,0,-3
541,Jazz,3.983953518027689,0.07634375989437103,66652.0,(0.0011270584876220196+0.00028613773288210044j),21.669306721251335,0.260088304368368,95.703125,-216,135,-35,61,-14,11,1,10,-8,-1,0,8,-4,0,-6,0,0,-5
542,Jazz,7.085497978563318,0.0974622517824173,40540.0,(-0.0016768461617284183-0.001136127132060137j),22.045721150446973,0.24589753456576274,129.19921875,-206,141,-13,49,-24,11,-12,-16,-8,-1,-7,-1,-9,-7,-2,-6,0,-1
543,Jazz,7.125661192335439,0.11049801111221313,56843.0,(0.0021439745666684087+0.0010677429896190748j),23.569039103767764,0.24127332347140537,151.99908088235293,-173,111,-35,45,-11,19,-8,17,-8,14,-10,4,-11,3,-7,0,-3,0
544,Jazz,4.520412099752964,0.08543707430362701,32922.0,(0.00010882352920885886+0.0004010224203560026j),22.88356880031474,0.22550799136340577,103.359375,-247,168,-19,21,0,15,-1,4,-2,6,-1,5,0,5,3,1,7,5
545,Jazz,5.791295898618351,0.09939008951187134,28249.0,(-0.001022947405512339-0.0010659199728589163j),22.20027110314983,0.236910846364527,123.046875,-231,174,-19,47,-1,6,-1,-5,-13,-3,-6,-1,-2,-7,-2,1,-1,-8
546,Jazz,8.037213850271227,0.10584034025669098,38863.0,(-0.00014552914657582148-0.00040155296586161715j),21.013456302739097,0.253892651719215,107.666015625,-204,147,-25,49,-15,2,-7,-10,-4,-3,-3,1,1,-2,0,-2,1,-1
547,Jazz,1.7732730674311052,0.05303379148244858,61981.0,(0.0007738227965724832-3.901327525651468e-05j),21.662898628587875,0.26002513649190295,103.359375,-201,109,-15,44,-11,18,-11,18,-18,11,-11,6,-11,7,-9,9,-5,-3
548,Jazz,1.9667081308528804,0.0579521507024765,52560.0,(-0.00046359655713389667-0.0004288679748098264j),22.576581990769906,0.24134271634429832,129.19921875,-204,117,-20,42,-10,19,-11,7,-20,8,-11,5,-11,6,-5,7,-1,-1
549,Jazz,21.610432841607892,0.18094386160373688,42915.0,(-0.0021882092784188054-0.0006676006269433081j),20.567598414005456,0.2212612956302574,123.046875,-165,87,24,28,-2,-1,-14,-4,-19,0,-11,-8,-8,0,-6,-1,2,0
550,Jazz,18.974409963576264,0.18875975906848907,54480.0,(-0.0037282141213306275+0.0016500216249891453j),17.454886974963166,0.24962459668422265,151.99908088235293,-54,77,8,31,11,11,7,13,-2,5,1,7,0,1,-6,1,3,2
551,Jazz,3.446269717340106,0.06840624660253525,28122.0,(-0.0014961248268732443-0.00033685029107841287j),19.575240266849107,0.23513643092625983,95.703125,-260,138,-16,49,-5,19,2,5,-7,0,-1,-1,3,0,0,0,1,-2
552,Jazz,20.514062070067997,0.18579815328121185,51512.0,(-0.005583493704579212-0.010744515635980402j),19.468200210580836,0.2220430927170683,107.666015625,-91,82,12,36,0,13,5,9,-3,1,1,1,0,4,0,3,0,0
553,Jazz,9.475609702100993,0.126916766166687,52712.0,(-0.0025249426282853357+0.003503329782124744j),20.35881247307323,0.2526742562306945,99.38401442307692,-141,110,-27,51,-8,28,-1,9,-11,6,-9,0,-4,0,-2,-1,0,-4
554,Jazz,14.891113958076351,0.1603824645280838,42982.0,(0.0026446514963199504-0.0017406771690011067j),19.73759663876568,0.2380158024878671,151.99908088235293,-111,121,-3,20,2,5,-3,2,-2,3,-3,0,-3,0,0,0,-5,-1
555,Jazz,4.914930039018461,0.09049447625875473,25041.0,(-0.002062539252932433+0.0014932247390361407j),20.46320742425634,0.22812934870887353,123.046875,-260,180,-15,48,0,5,6,-9,-10,-2,-5,-2,-3,-6,-1,1,-2,-4
556,Jazz,21.24236876537064,0.19476132094860077,76446.0,(0.0027576214874780475-0.0006852098559283398j),17.971057564144214,0.2608629524421071,123.046875,-37,65,14,21,7,6,1,6,-2,5,2,2,0,2,-1,4,0,-2
557,Jazz,4.292566219117126,0.07727400958538055,41020.0,(7.038219907810715e-05+0.0004979286598156396j),21.896682970808882,0.21390126070389268,95.703125,-248,125,-12,30,-1,-2,1,0,2,-4,-6,-6,-3,2,0,-4,-1,-3
558,Jazz,3.918400097827082,0.07774650305509567,65985.0,(-0.00043181011291848476-0.0005884023926857564j),18.504200005288883,0.26983237594316034,123.046875,-190,144,-28,33,-1,-2,-5,-3,-10,-2,-7,-8,-5,-4,-4,-5,-3,-3
559,Jazz,19.53920863124259,0.17944788932800293,25580.0,(-0.005802587268823806+0.002249741616869682j),18.932536413952914,0.22537433791218175,107.666015625,-179,114,28,36,11,12,3,8,0,5,1,2,-3,0,0,2,0,1
560,Jazz,6.882024973837986,0.10446593910455704,34738.0,(0.003435853200103657+0.0010440556166407156j),19.683651637613252,0.23059413676820173,95.703125,-190,129,-7,20,2,7,6,1,-1,2,-1,1,-1,6,0,-1,2,2
561,Jazz,28.254692800678384,0.2298334240913391,62937.0,(0.005141231654153508-0.00014224421809679152j),18.43372016409201,0.2504538652636845,172.265625,-23,82,2,29,6,6,0,6,-3,5,0,3,0,0,-1,1,-5,0
562,Jazz,5.479660504497947,0.09672879427671432,44748.0,(0.00016485060395327196-0.00028482254823755535j),20.316775246890405,0.23665494246704172,151.99908088235293,-168,108,-14,30,3,4,3,1,-1,0,-5,-2,-7,2,-7,-4,-4,-1
563,Jazz,14.29670444518456,0.16010063886642456,66200.0,(0.0037933016701715387-0.0003978107308493193j),16.96950097541551,0.27122108677136947,123.046875,-50,85,3,22,-1,6,2,3,-1,4,1,0,0,0,-3,1,0,3
564,Jazz,24.09331434159752,0.2091756910085678,36998.0,(0.0032177188758572674+0.0021250324722424645j),18.57927850189427,0.2514498390750481,103.359375,-69,126,-5,30,8,5,-3,5,-10,9,-8,4,-5,2,-4,0,0,1
565,Jazz,4.280996161170537,0.0803317278623581,50695.0,(0.00016362055337463454-0.0006754875445270684j),19.032011940926665,0.2608683710240649,99.38401442307692,-235,144,-22,62,-9,2,0,1,5,0,9,2,2,8,-2,2,0,-1
566,Jazz,16.095820887347447,0.1717188060283661,59038.0,(-0.0012860194508015443-0.0030023900141276654j),21.831107804019577,0.24950109618499786,129.19921875,-118,122,-12,26,4,6,-6,0,-8,-5,-4,0,-4,2,-5,5,-1,3
567,Jazz,10.420012677922465,0.13717323541641235,36403.0,(-0.003376799011545874+0.0008584197159349589j),19.684968556760268,0.23892204579611406,103.359375,-177,144,-17,55,-21,0,-1,-10,-5,0,-8,3,-7,-3,-2,-2,-2,-1
568,Jazz,7.085712198546187,0.09746383130550385,40552.0,(-0.0016760096303202598-0.0011377513150929775j),20.029217573098148,0.24588588400379344,129.19921875,-204,138,-10,46,-22,9,-11,-17,-7,-1,-7,-1,-9,-6,-3,-5,-2,0
569,Jazz,7.130499685885801,0.11054350435733795,58037.0,(0.002144018168190155+0.0010673843112941417j),20.617635855694473,0.24126221899203493,151.99908088235293,-159,91,-16,27,6,3,7,4,3,3,0,-3,-4,-2,-3,-3,0,-2
570,Jazz,4.521588634550845,0.08544446527957916,33168.0,(0.00010821779288897824+0.00040088935218504467j),20.576319402284515,0.22548587573939421,103.359375,-238,155,-9,13,6,8,4,0,1,3,1,3,1,4,3,2,6,5
571,Jazz,5.79138251773153,0.09939074516296387,28215.0,(-0.001023102648496307-0.0010634389719783041j),20.228426386558866,0.23687173432144998,123.046875,-228,170,-16,43,1,4,1,-7,-12,-4,-6,-1,-3,-6,-3,2,-2,-7
572,Jazz,8.037228388846502,0.10584094375371933,38919.0,(-0.00014559111078292811-0.00040199847558534046j),18.912843480384474,0.253907974336152,107.666015625,-202,145,-23,47,-14,1,-7,-11,-4,-3,-3,2,0,-2,-1,-1,0,0
573,Jazz,10.74794119495678,0.13017131388187408,85944.0,(-0.0016805156328001353+0.0006928731933198134j),19.28583432117238,0.2606776602236617,112.34714673913044,-84,63,5,24,6,-2,0,-1,-4,-2,1,1,1,-4,-5,-3,-2,-3
574,Jazz,9.022146165718476,0.10903724282979965,63304.0,(-0.00043127248789070317+0.0006285218538832084j),20.884111841525595,0.23400498988762494,83.35433467741936,-149,79,2,27,0,1,-3,0,-5,1,1,0,1,-2,-6,-4,-3,-3
575,Jazz,13.182690860415835,0.14389950037002563,83823.0,(0.0006677783789720305-0.001386557570318784j),20.046572648734575,0.25235440603872,103.359375,-78,63,-1,21,4,-3,-1,-3,-6,-1,1,-1,0,-2,-7,-5,-3,-2
576,Jazz,8.805983851676013,0.11719996482133865,45535.0,(-0.0008617246393690953-0.0005924115667114762j),21.797186752378888,0.22238691976986733,117.45383522727273,-154,110,-22,21,4,4,-4,-1,-6,-9,-3,-5,0,0,-4,-11,-3,-1
577,Jazz,12.447128297108149,0.14332646131515503,86736.0,(0.0004377175771517038+0.0021828097114358663j),20.151612961014376,0.2551835035111452,135.99917763157896,-77,64,-2,28,4,-2,-5,1,-5,-2,-2,-6,0,-4,-4,2,0,-2
578,Jazz,9.496239111727077,0.11571645736694336,63554.0,(-0.0028779218442854674-0.00042844554340281294j),21.23078706750285,0.23873031824810179,161.4990234375,-141,70,0,33,1,-9,0,0,-9,-2,4,-2,0,0,-6,-5,-4,-3
579,Jazz,2.6945100345465876,0.0676974505186081,71470.0,(-2.206106486344864e-05+7.064422279854331e-06j),20.462686777268146,0.25823367706191563,107.666015625,-163,65,5,41,7,5,8,2,0,5,10,3,3,2,5,-1,-1,-5
580,Jazz,3.1236287191519563,0.0741281509399414,93025.0,(0.0006007968221656298-0.002046888312986538j),19.64505975471309,0.26288420746883995,135.99917763157896,-117,56,-2,35,4,3,11,6,0,2,2,-1,1,0,2,-1,-1,-6
581,Jazz,1.0805995173875476,0.04181043803691864,66362.0,(-0.0007615470802826981+0.0015383220737524318j),17.92401952345698,0.2532128004384439,117.45383522727273,-228,67,37,21,17,10,10,8,2,0,2,3,1,2,0,0,2,3
582,Jazz,1.3579707544023993,0.046601876616477966,136935.0,(0.00023727723874292098-0.00015886981282587587j),17.035512205315616,0.26176714183045297,99.38401442307692,-158,49,21,16,11,6,5,0,0,-1,2,2,-1,-1,-1,-3,-1,-1
583,Jazz,3.1115731099683126,0.07289300858974457,99179.0,(0.0006386766202092759+2.2832725139558352e-05j),18.158001597432758,0.261889136734444,107.666015625,-125,56,23,23,0,7,0,0,-4,-1,2,0,0,0,2,0,1,0
584,Jazz,1.6058744759906058,0.050727732479572296,78399.0,(0.0008439480899139105-0.00030370180108926396j),18.62641790154962,0.23862935120958192,123.046875,-178,61,1,36,7,5,0,2,1,2,5,2,0,6,2,4,7,4
585,Jazz,3.0182168113765697,0.07033663988113403,97787.0,(-5.978531799811994e-05+0.0010726981720115775j),19.304768571914856,0.25728957404270264,161.4990234375,-131,61,-12,35,-2,0,-4,-4,-3,2,6,3,-2,3,-1,0,3,0
586,Jazz,1.6166328898806064,0.051677487790584564,173395.0,(7.662426147581896e-05+0.0008770755575435377j),20.001231574439835,0.24656426383280058,135.99917763157896,-156,22,10,24,10,2,2,0,2,1,3,-7,1,1,2,0,2,1
587,Jazz,1.6825282076569612,0.04393995553255081,28392.0,(-0.0006902061101809973-0.0008172657556962942j),16.774972918985195,0.2341355695155761,135.99917763157896,-340,89,44,28,16,10,6,0,6,7,5,2,9,5,3,3,0,-1
588,Jazz,5.058596876804981,0.08992798626422882,45746.0,(0.0012305737533918229+0.0005021202833757094j),20.08321867613031,0.2344960106731917,129.19921875,-192,80,25,18,14,1,4,-1,2,5,3,0,7,0,-1,-1,1,2
589,Jazz,1.4550894385164823,0.04449405521154404,41585.0,(-0.000549161827188221+0.00035407157126673175j),20.795688990572597,0.20449574789642036,117.45383522727273,-322,90,27,37,19,4,3,7,1,2,0,4,13,0,0,4,1,-3
590,Jazz,2.14094004826044,0.06082583963871002,35883.0,(0.00018594039327245548-0.0009942459249248196j),18.79108416085497,0.24303239968848556,135.99917763157896,-217,105,19,28,8,0,6,-2,-12,-11,-6,-7,0,-1,1,-2,-3,-3
591,Jazz,1.1837633564763566,0.040528398007154465,100418.0,(-5.323639376905411e-05+0.00013242835276387646j),21.39108099453193,0.23115375488846943,117.45383522727273,-299,60,32,25,7,-1,1,5,-5,-3,3,-2,0,3,7,5,-8,0
592,Jazz,2.1475858709736015,0.052973099052906036,50067.0,(-0.0001324365545104708-0.0002075240734665809j),20.05775955006875,0.2155665757171466,117.45383522727273,-294,84,39,28,14,1,7,5,-3,-5,2,0,4,0,0,-2,-4,-1
593,Jazz,1.1274550910988694,0.044901292771101,54172.0,(0.0002010313293159566+0.00045183699000390253j),21.12406849321104,0.2539011324599393,112.34714673913044,-215,100,17,12,16,4,4,-3,-4,-2,-4,-3,-1,-5,0,1,2,0
594,Jazz,1.0193864449614491,0.038939643651247025,27503.0,(0.0003645898361646978-2.62180491629164e-05j),23.874994869987564,0.21779631435170876,123.046875,-366,131,16,36,5,14,-6,4,-9,-1,-2,1,-2,0,-3,-4,-3,-3
595,Jazz,2.7354805651311715,0.0667935386300087,41982.0,(0.0015238046322072517+0.001374654016661772j),23.912787873720955,0.2383789380278883,117.45383522727273,-219,100,-1,41,0,23,-11,20,-15,13,-7,5,-6,6,-5,0,-5,3
596,Jazz,1.2459145814579409,0.043513908982276917,51489.0,(-0.0005732652640891829+0.0018025140923929731j),24.057353707679287,0.22772554258127586,135.99917763157896,-277,95,-2,43,1,22,-6,22,-12,10,-7,3,-5,6,3,6,1,-2
